"","Chaco","Centro norte","Metropolitano","Centro sur","Centro est","National"
"A_prcp",2.80852080350826,4.20028957367444,3.79297483245268,4.49427197406611,4.66510584819734,3.97750324713989
"B_prcp",1.76653812282367,1.42764587569879,1.47431757640943,1.06507513496035,0.958541915287227,1.30606081683972
"C_prcp",-0.678564200251354,-0.769341710219069,-0.407245034664968,-0.523716405083637,-0.499702086404943,-0.594002840101997
"A_tmed",24.2935514590916,22.5910254025083,22.9351770652085,21.4864199117519,21.8793630663454,22.6131140599359
"B_tmed",3.46878086093703,3.49312649266751,4.10541002081519,4.3840257304062,4.05475781744903,3.88129787127883
"C_tmed",-2.44640444613438,-2.04293012463104,-2.1934561788286,-2.22052020389352,-2.17921051647005,-2.22752874512791
