"","Chaco","Centro norte","Metropolitano","Centro sur","Centro est","National"
"A_prcp",2.80957241306271,4.21030391949786,3.79687801260789,4.49368628175364,4.67099957352874,3.98058925643568
"B_prcp",1.93812528084353,1.68489470525269,1.50844143533009,1.23179366823,1.12322032000781,1.48579992358449
"C_prcp",0.722521703870576,0.441003071677124,0.63375345207559,0.364547410925744,0.336315170524759,0.476781387751951
"A_tmed",24.2913778941523,22.5816443046271,22.9231962566475,21.4784966941683,21.8720398318232,22.6071877371859
"B_tmed",4.53637977898427,4.23987524270725,4.82113211196403,5.06788747877298,4.77153484979072,4.67698314471263
"C_tmed",0.556962978577999,0.933889327672345,1.26448619761614,1.49588316511673,1.27940398113553,1.08897678248751
