"","date","level","name","classification","i_cases"
"873",2023-01-10,"Department","PARAGUARI","SOSPECHOSO",2
"874",2023-01-10,"Department","PARAGUARI","CONFIRMADO",4
"875",2023-01-10,"Department","PARAGUARI","PROBABLE",0
"876",2023-01-10,"Department","PARAGUARI","TOTAL",6
"877",2023-02-03,"Department","PARAGUARI","SOSPECHOSO",18
"878",2023-02-03,"Department","PARAGUARI","CONFIRMADO",28
"879",2023-02-03,"Department","PARAGUARI","PROBABLE",0
"880",2023-02-03,"Department","PARAGUARI","TOTAL",46
"881",2023-01-14,"Department","CORDILLERA","SOSPECHOSO",8
"882",2023-01-14,"Department","CORDILLERA","CONFIRMADO",10
"883",2023-01-14,"Department","CORDILLERA","PROBABLE",0
"884",2023-01-14,"Department","CORDILLERA","TOTAL",18
"885",2023-01-07,"Department","CORDILLERA","SOSPECHOSO",9
"886",2023-01-07,"Department","CORDILLERA","CONFIRMADO",3
"887",2023-01-07,"Department","CORDILLERA","PROBABLE",0
"888",2023-01-07,"Department","CORDILLERA","TOTAL",12
"889",2023-01-24,"Department","GUAIRA","SOSPECHOSO",7
"890",2023-01-24,"Department","GUAIRA","CONFIRMADO",0
"891",2023-01-24,"Department","GUAIRA","PROBABLE",0
"892",2023-01-24,"Department","GUAIRA","TOTAL",7
"893",2023-01-28,"Department","GUAIRA","SOSPECHOSO",4
"894",2023-01-28,"Department","GUAIRA","CONFIRMADO",2
"895",2023-01-28,"Department","GUAIRA","PROBABLE",0
"896",2023-01-28,"Department","GUAIRA","TOTAL",6
"897",2023-02-03,"Department","ALTO PARAGUAY","SOSPECHOSO",2
"898",2023-02-03,"Department","ALTO PARAGUAY","CONFIRMADO",0
"899",2023-02-03,"Department","ALTO PARAGUAY","PROBABLE",0
"900",2023-02-03,"Department","ALTO PARAGUAY","TOTAL",2
"901",2023-01-25,"Department","PTE HAYES","SOSPECHOSO",5
"902",2023-01-25,"Department","PTE HAYES","CONFIRMADO",8
"903",2023-01-25,"Department","PTE HAYES","PROBABLE",0
"904",2023-01-25,"Department","PTE HAYES","TOTAL",13
"905",2023-01-06,"Department","CAAZAPA","SOSPECHOSO",1
"906",2023-01-06,"Department","CAAZAPA","CONFIRMADO",0
"907",2023-01-06,"Department","CAAZAPA","PROBABLE",0
"908",2023-01-06,"Department","CAAZAPA","TOTAL",1
"909",2023-01-07,"Department","SAN PEDRO","SOSPECHOSO",6
"910",2023-01-07,"Department","SAN PEDRO","CONFIRMADO",0
"911",2023-01-07,"Department","SAN PEDRO","PROBABLE",0
"912",2023-01-07,"Department","SAN PEDRO","TOTAL",6
"913",2023-01-15,"Department","CAAZAPA","SOSPECHOSO",2
"914",2023-01-15,"Department","CAAZAPA","CONFIRMADO",0
"915",2023-01-15,"Department","CAAZAPA","PROBABLE",0
"916",2023-01-15,"Department","CAAZAPA","TOTAL",2
"917",2023-01-03,"Department","PTE HAYES","SOSPECHOSO",3
"918",2023-01-03,"Department","PTE HAYES","CONFIRMADO",3
"919",2023-01-03,"Department","PTE HAYES","PROBABLE",0
"920",2023-01-03,"Department","PTE HAYES","TOTAL",6
"921",2023-01-26,"Department","ITAPUA","SOSPECHOSO",3
"922",2023-01-26,"Department","ITAPUA","CONFIRMADO",4
"923",2023-01-26,"Department","ITAPUA","PROBABLE",0
"924",2023-01-26,"Department","ITAPUA","TOTAL",7
"925",2023-01-13,"Department","MISIONES","SOSPECHOSO",5
"926",2023-01-13,"Department","MISIONES","CONFIRMADO",0
"927",2023-01-13,"Department","MISIONES","PROBABLE",0
"928",2023-01-13,"Department","MISIONES","TOTAL",5
"929",2023-01-30,"Department","ALTO PARAGUAY","SOSPECHOSO",6
"930",2023-01-30,"Department","ALTO PARAGUAY","CONFIRMADO",4
"931",2023-01-30,"Department","ALTO PARAGUAY","PROBABLE",0
"932",2023-01-30,"Department","ALTO PARAGUAY","TOTAL",10
"933",2023-01-26,"Department","SAN PEDRO","SOSPECHOSO",7
"934",2023-01-26,"Department","SAN PEDRO","CONFIRMADO",0
"935",2023-01-26,"Department","SAN PEDRO","PROBABLE",0
"936",2023-01-26,"Department","SAN PEDRO","TOTAL",7
"937",2023-02-01,"Department","CAAZAPA","SOSPECHOSO",12
"938",2023-02-01,"Department","CAAZAPA","CONFIRMADO",0
"939",2023-02-01,"Department","CAAZAPA","PROBABLE",0
"940",2023-02-01,"Department","CAAZAPA","TOTAL",12
"941",2023-01-20,"Department","CAAGUAZU","SOSPECHOSO",5
"942",2023-01-20,"Department","CAAGUAZU","CONFIRMADO",1
"943",2023-01-20,"Department","CAAGUAZU","PROBABLE",0
"944",2023-01-20,"Department","CAAGUAZU","TOTAL",6
"945",2023-01-13,"Department","PARAGUARI","SOSPECHOSO",1
"946",2023-01-13,"Department","PARAGUARI","CONFIRMADO",5
"947",2023-01-13,"Department","PARAGUARI","PROBABLE",0
"948",2023-01-13,"Department","PARAGUARI","TOTAL",6
"949",2023-01-28,"Department","MISIONES","SOSPECHOSO",7
"950",2023-01-28,"Department","MISIONES","CONFIRMADO",0
"951",2023-01-28,"Department","MISIONES","PROBABLE",0
"952",2023-01-28,"Department","MISIONES","TOTAL",7
"953",2023-01-08,"Department","CANINDEYU","SOSPECHOSO",10
"954",2023-01-08,"Department","CANINDEYU","CONFIRMADO",0
"955",2023-01-08,"Department","CANINDEYU","PROBABLE",0
"956",2023-01-08,"Department","CANINDEYU","TOTAL",10
"957",2023-01-06,"Department","MISIONES","SOSPECHOSO",2
"958",2023-01-06,"Department","MISIONES","CONFIRMADO",0
"959",2023-01-06,"Department","MISIONES","PROBABLE",0
"960",2023-01-06,"Department","MISIONES","TOTAL",2
"961",2023-01-28,"Department","CAAZAPA","SOSPECHOSO",6
"962",2023-01-28,"Department","CAAZAPA","CONFIRMADO",0
"963",2023-01-28,"Department","CAAZAPA","PROBABLE",0
"964",2023-01-28,"Department","CAAZAPA","TOTAL",6
"965",2023-01-01,"Department","BOQUERON","SOSPECHOSO",2
"966",2023-01-01,"Department","BOQUERON","CONFIRMADO",0
"967",2023-01-01,"Department","BOQUERON","PROBABLE",0
"968",2023-01-01,"Department","BOQUERON","TOTAL",2
"969",2023-01-06,"Department","ALTO PARAGUAY","SOSPECHOSO",6
"970",2023-01-06,"Department","ALTO PARAGUAY","CONFIRMADO",0
"971",2023-01-06,"Department","ALTO PARAGUAY","PROBABLE",0
"972",2023-01-06,"Department","ALTO PARAGUAY","TOTAL",6
"973",2023-01-24,"Department","PARAGUARI","SOSPECHOSO",22
"974",2023-01-24,"Department","PARAGUARI","CONFIRMADO",14
"975",2023-01-24,"Department","PARAGUARI","PROBABLE",0
"976",2023-01-24,"Department","PARAGUARI","TOTAL",36
"977",2023-02-01,"Department","PTE HAYES","SOSPECHOSO",10
"978",2023-02-01,"Department","PTE HAYES","CONFIRMADO",16
"979",2023-02-01,"Department","PTE HAYES","PROBABLE",0
"980",2023-02-01,"Department","PTE HAYES","TOTAL",26
"981",2023-02-04,"Department","AMAMBAY","SOSPECHOSO",3
"982",2023-02-04,"Department","AMAMBAY","CONFIRMADO",10
"983",2023-02-04,"Department","AMAMBAY","PROBABLE",0
"984",2023-02-04,"Department","AMAMBAY","TOTAL",13
"985",2023-01-23,"Department","ALTO PARAGUAY","SOSPECHOSO",3
"986",2023-01-23,"Department","ALTO PARAGUAY","CONFIRMADO",0
"987",2023-01-23,"Department","ALTO PARAGUAY","PROBABLE",0
"988",2023-01-23,"Department","ALTO PARAGUAY","TOTAL",3
"989",2023-02-04,"Department","CANINDEYU","SOSPECHOSO",12
"990",2023-02-04,"Department","CANINDEYU","CONFIRMADO",0
"991",2023-02-04,"Department","CANINDEYU","PROBABLE",0
"992",2023-02-04,"Department","CANINDEYU","TOTAL",12
"993",2023-01-20,"Department","GUAIRA","SOSPECHOSO",5
"994",2023-01-20,"Department","GUAIRA","CONFIRMADO",2
"995",2023-01-20,"Department","GUAIRA","PROBABLE",0
"996",2023-01-20,"Department","GUAIRA","TOTAL",7
"997",2023-01-26,"Department","ALTO PARAGUAY","SOSPECHOSO",3
"998",2023-01-26,"Department","ALTO PARAGUAY","CONFIRMADO",0
"999",2023-01-26,"Department","ALTO PARAGUAY","PROBABLE",0
"1000",2023-01-26,"Department","ALTO PARAGUAY","TOTAL",3
"1001",2023-01-27,"Department","CAAZAPA","SOSPECHOSO",5
"1002",2023-01-27,"Department","CAAZAPA","CONFIRMADO",1
"1003",2023-01-27,"Department","CAAZAPA","PROBABLE",0
"1004",2023-01-27,"Department","CAAZAPA","TOTAL",6
"1005",2023-01-17,"Department","CORDILLERA","SOSPECHOSO",7
"1006",2023-01-17,"Department","CORDILLERA","CONFIRMADO",15
"1007",2023-01-17,"Department","CORDILLERA","PROBABLE",0
"1008",2023-01-17,"Department","CORDILLERA","TOTAL",22
"1009",2023-01-06,"Department","CORDILLERA","SOSPECHOSO",3
"1010",2023-01-06,"Department","CORDILLERA","CONFIRMADO",5
"1011",2023-01-06,"Department","CORDILLERA","PROBABLE",0
"1012",2023-01-06,"Department","CORDILLERA","TOTAL",8
"1013",2023-01-27,"Department","PARAGUARI","SOSPECHOSO",10
"1014",2023-01-27,"Department","PARAGUARI","CONFIRMADO",11
"1015",2023-01-27,"Department","PARAGUARI","PROBABLE",0
"1016",2023-01-27,"Department","PARAGUARI","TOTAL",21
"1017",2023-01-30,"Department","CORDILLERA","SOSPECHOSO",6
"1018",2023-01-30,"Department","CORDILLERA","CONFIRMADO",39
"1019",2023-01-30,"Department","CORDILLERA","PROBABLE",0
"1020",2023-01-30,"Department","CORDILLERA","TOTAL",45
"1021",2023-01-26,"Department","CANINDEYU","SOSPECHOSO",8
"1022",2023-01-26,"Department","CANINDEYU","CONFIRMADO",0
"1023",2023-01-26,"Department","CANINDEYU","PROBABLE",0
"1024",2023-01-26,"Department","CANINDEYU","TOTAL",8
"1025",2023-01-06,"Department","CONCEPCION","SOSPECHOSO",5
"1026",2023-01-06,"Department","CONCEPCION","CONFIRMADO",3
"1027",2023-01-06,"Department","CONCEPCION","PROBABLE",0
"1028",2023-01-06,"Department","CONCEPCION","TOTAL",8
"1029",2023-02-02,"Department","PTE HAYES","SOSPECHOSO",6
"1030",2023-02-02,"Department","PTE HAYES","CONFIRMADO",15
"1031",2023-02-02,"Department","PTE HAYES","PROBABLE",0
"1032",2023-02-02,"Department","PTE HAYES","TOTAL",21
"1033",2023-01-29,"Department","MISIONES","SOSPECHOSO",8
"1034",2023-01-29,"Department","MISIONES","CONFIRMADO",2
"1035",2023-01-29,"Department","MISIONES","PROBABLE",0
"1036",2023-01-29,"Department","MISIONES","TOTAL",10
"1037",2023-02-04,"Department","CORDILLERA","SOSPECHOSO",6
"1038",2023-02-04,"Department","CORDILLERA","CONFIRMADO",25
"1039",2023-02-04,"Department","CORDILLERA","PROBABLE",0
"1040",2023-02-04,"Department","CORDILLERA","TOTAL",31
"1041",2023-01-02,"Department","PARAGUARI","SOSPECHOSO",2
"1042",2023-01-02,"Department","PARAGUARI","CONFIRMADO",2
"1043",2023-01-02,"Department","PARAGUARI","PROBABLE",0
"1044",2023-01-02,"Department","PARAGUARI","TOTAL",4
"1045",2023-01-29,"Department","CAAGUAZU","SOSPECHOSO",10
"1046",2023-01-29,"Department","CAAGUAZU","CONFIRMADO",7
"1047",2023-01-29,"Department","CAAGUAZU","PROBABLE",0
"1048",2023-01-29,"Department","CAAGUAZU","TOTAL",17
"1049",2023-01-27,"Department","PTE HAYES","SOSPECHOSO",7
"1050",2023-01-27,"Department","PTE HAYES","CONFIRMADO",13
"1051",2023-01-27,"Department","PTE HAYES","PROBABLE",0
"1052",2023-01-27,"Department","PTE HAYES","TOTAL",20
"1053",2023-02-03,"Department","SAN PEDRO","SOSPECHOSO",6
"1054",2023-02-03,"Department","SAN PEDRO","CONFIRMADO",7
"1055",2023-02-03,"Department","SAN PEDRO","PROBABLE",0
"1056",2023-02-03,"Department","SAN PEDRO","TOTAL",13
"1057",2023-01-20,"Department","NEEMBUCU","SOSPECHOSO",4
"1058",2023-01-20,"Department","NEEMBUCU","CONFIRMADO",1
"1059",2023-01-20,"Department","NEEMBUCU","PROBABLE",0
"1060",2023-01-20,"Department","NEEMBUCU","TOTAL",5
"1061",2023-01-31,"Department","CORDILLERA","SOSPECHOSO",7
"1062",2023-01-31,"Department","CORDILLERA","CONFIRMADO",26
"1063",2023-01-31,"Department","CORDILLERA","PROBABLE",0
"1064",2023-01-31,"Department","CORDILLERA","TOTAL",33
"1065",2023-02-04,"Department","ALTO PARAGUAY","SOSPECHOSO",7
"1066",2023-02-04,"Department","ALTO PARAGUAY","CONFIRMADO",0
"1067",2023-02-04,"Department","ALTO PARAGUAY","PROBABLE",0
"1068",2023-02-04,"Department","ALTO PARAGUAY","TOTAL",7
"1069",2023-01-30,"Department","CAAGUAZU","SOSPECHOSO",15
"1070",2023-01-30,"Department","CAAGUAZU","CONFIRMADO",9
"1071",2023-01-30,"Department","CAAGUAZU","PROBABLE",0
"1072",2023-01-30,"Department","CAAGUAZU","TOTAL",24
"1073",2023-01-22,"Department","ITAPUA","SOSPECHOSO",4
"1074",2023-01-22,"Department","ITAPUA","CONFIRMADO",2
"1075",2023-01-22,"Department","ITAPUA","PROBABLE",0
"1076",2023-01-22,"Department","ITAPUA","TOTAL",6
"1077",2023-01-24,"Department","CANINDEYU","SOSPECHOSO",3
"1078",2023-01-24,"Department","CANINDEYU","CONFIRMADO",2
"1079",2023-01-24,"Department","CANINDEYU","PROBABLE",0
"1080",2023-01-24,"Department","CANINDEYU","TOTAL",5
"1081",2023-01-13,"Department","NEEMBUCU","SOSPECHOSO",2
"1082",2023-01-13,"Department","NEEMBUCU","CONFIRMADO",1
"1083",2023-01-13,"Department","NEEMBUCU","PROBABLE",0
"1084",2023-01-13,"Department","NEEMBUCU","TOTAL",3
"1085",2023-02-02,"Department","SAN PEDRO","SOSPECHOSO",11
"1086",2023-02-02,"Department","SAN PEDRO","CONFIRMADO",6
"1087",2023-02-02,"Department","SAN PEDRO","PROBABLE",0
"1088",2023-02-02,"Department","SAN PEDRO","TOTAL",17
"1089",2023-01-07,"Department","PARAGUARI","SOSPECHOSO",2
"1090",2023-01-07,"Department","PARAGUARI","CONFIRMADO",1
"1091",2023-01-07,"Department","PARAGUARI","PROBABLE",0
"1092",2023-01-07,"Department","PARAGUARI","TOTAL",3
"1093",2023-02-03,"Department","CORDILLERA","SOSPECHOSO",5
"1094",2023-02-03,"Department","CORDILLERA","CONFIRMADO",21
"1095",2023-02-03,"Department","CORDILLERA","PROBABLE",0
"1096",2023-02-03,"Department","CORDILLERA","TOTAL",26
"1097",2023-01-30,"Department","AMAMBAY","SOSPECHOSO",1
"1098",2023-01-30,"Department","AMAMBAY","CONFIRMADO",5
"1099",2023-01-30,"Department","AMAMBAY","PROBABLE",0
"1100",2023-01-30,"Department","AMAMBAY","TOTAL",6
"1101",2023-01-25,"Department","CANINDEYU","SOSPECHOSO",6
"1102",2023-01-25,"Department","CANINDEYU","CONFIRMADO",2
"1103",2023-01-25,"Department","CANINDEYU","PROBABLE",0
"1104",2023-01-25,"Department","CANINDEYU","TOTAL",8
"1105",2023-01-28,"Department","PARAGUARI","SOSPECHOSO",18
"1106",2023-01-28,"Department","PARAGUARI","CONFIRMADO",16
"1107",2023-01-28,"Department","PARAGUARI","PROBABLE",0
"1108",2023-01-28,"Department","PARAGUARI","TOTAL",34
"1109",2023-01-11,"Department","SAN PEDRO","SOSPECHOSO",4
"1110",2023-01-11,"Department","SAN PEDRO","CONFIRMADO",0
"1111",2023-01-11,"Department","SAN PEDRO","PROBABLE",0
"1112",2023-01-11,"Department","SAN PEDRO","TOTAL",4
"1113",2023-01-08,"Department","PARAGUARI","SOSPECHOSO",4
"1114",2023-01-08,"Department","PARAGUARI","CONFIRMADO",2
"1115",2023-01-08,"Department","PARAGUARI","PROBABLE",0
"1116",2023-01-08,"Department","PARAGUARI","TOTAL",6
"1117",2023-01-10,"Department","SAN PEDRO","SOSPECHOSO",5
"1118",2023-01-10,"Department","SAN PEDRO","CONFIRMADO",1
"1119",2023-01-10,"Department","SAN PEDRO","PROBABLE",0
"1120",2023-01-10,"Department","SAN PEDRO","TOTAL",6
"1121",2023-02-01,"Department","CORDILLERA","SOSPECHOSO",10
"1122",2023-02-01,"Department","CORDILLERA","CONFIRMADO",28
"1123",2023-02-01,"Department","CORDILLERA","PROBABLE",0
"1124",2023-02-01,"Department","CORDILLERA","TOTAL",38
"1125",2023-01-14,"Department","GUAIRA","SOSPECHOSO",1
"1126",2023-01-14,"Department","GUAIRA","CONFIRMADO",2
"1127",2023-01-14,"Department","GUAIRA","PROBABLE",0
"1128",2023-01-14,"Department","GUAIRA","TOTAL",3
"1129",2023-01-30,"Department","BOQUERON","SOSPECHOSO",2
"1130",2023-01-30,"Department","BOQUERON","CONFIRMADO",7
"1131",2023-01-30,"Department","BOQUERON","PROBABLE",0
"1132",2023-01-30,"Department","BOQUERON","TOTAL",9
"1133",2023-01-25,"Department","GUAIRA","SOSPECHOSO",7
"1134",2023-01-25,"Department","GUAIRA","CONFIRMADO",6
"1135",2023-01-25,"Department","GUAIRA","PROBABLE",0
"1136",2023-01-25,"Department","GUAIRA","TOTAL",13
"1137",2023-01-19,"Department","ALTO PARAGUAY","SOSPECHOSO",6
"1138",2023-01-19,"Department","ALTO PARAGUAY","CONFIRMADO",0
"1139",2023-01-19,"Department","ALTO PARAGUAY","PROBABLE",0
"1140",2023-01-19,"Department","ALTO PARAGUAY","TOTAL",6
"1141",2023-01-30,"Department","CAAZAPA","SOSPECHOSO",3
"1142",2023-01-30,"Department","CAAZAPA","CONFIRMADO",1
"1143",2023-01-30,"Department","CAAZAPA","PROBABLE",0
"1144",2023-01-30,"Department","CAAZAPA","TOTAL",4
"1145",2023-01-18,"Department","CAAGUAZU","SOSPECHOSO",3
"1146",2023-01-18,"Department","CAAGUAZU","CONFIRMADO",3
"1147",2023-01-18,"Department","CAAGUAZU","PROBABLE",0
"1148",2023-01-18,"Department","CAAGUAZU","TOTAL",6
"1149",2023-01-17,"Department","PARAGUARI","SOSPECHOSO",4
"1150",2023-01-17,"Department","PARAGUARI","CONFIRMADO",10
"1151",2023-01-17,"Department","PARAGUARI","PROBABLE",0
"1152",2023-01-17,"Department","PARAGUARI","TOTAL",14
"1153",2023-01-10,"Department","CONCEPCION","SOSPECHOSO",10
"1154",2023-01-10,"Department","CONCEPCION","CONFIRMADO",3
"1155",2023-01-10,"Department","CONCEPCION","PROBABLE",0
"1156",2023-01-10,"Department","CONCEPCION","TOTAL",13
"1157",2023-01-28,"Department","PTE HAYES","SOSPECHOSO",12
"1158",2023-01-28,"Department","PTE HAYES","CONFIRMADO",9
"1159",2023-01-28,"Department","PTE HAYES","PROBABLE",0
"1160",2023-01-28,"Department","PTE HAYES","TOTAL",21
"1161",2023-01-31,"Department","PTE HAYES","SOSPECHOSO",8
"1162",2023-01-31,"Department","PTE HAYES","CONFIRMADO",18
"1163",2023-01-31,"Department","PTE HAYES","PROBABLE",0
"1164",2023-01-31,"Department","PTE HAYES","TOTAL",26
"1165",2023-01-22,"Department","CAAZAPA","SOSPECHOSO",2
"1166",2023-01-22,"Department","CAAZAPA","CONFIRMADO",0
"1167",2023-01-22,"Department","CAAZAPA","PROBABLE",0
"1168",2023-01-22,"Department","CAAZAPA","TOTAL",2
"1169",2023-01-12,"Department","SAN PEDRO","SOSPECHOSO",6
"1170",2023-01-12,"Department","SAN PEDRO","CONFIRMADO",3
"1171",2023-01-12,"Department","SAN PEDRO","PROBABLE",0
"1172",2023-01-12,"Department","SAN PEDRO","TOTAL",9
"1173",2023-01-29,"Department","ALTO PARANA","SOSPECHOSO",10
"1174",2023-01-29,"Department","ALTO PARANA","CONFIRMADO",3
"1175",2023-01-29,"Department","ALTO PARANA","PROBABLE",0
"1176",2023-01-29,"Department","ALTO PARANA","TOTAL",13
"1177",2023-01-19,"Department","MISIONES","SOSPECHOSO",5
"1178",2023-01-19,"Department","MISIONES","CONFIRMADO",1
"1179",2023-01-19,"Department","MISIONES","PROBABLE",0
"1180",2023-01-19,"Department","MISIONES","TOTAL",6
"1181",2023-01-02,"Department","MISIONES","SOSPECHOSO",2
"1182",2023-01-02,"Department","MISIONES","CONFIRMADO",0
"1183",2023-01-02,"Department","MISIONES","PROBABLE",0
"1184",2023-01-02,"Department","MISIONES","TOTAL",2
"1185",2023-01-17,"Department","CANINDEYU","SOSPECHOSO",10
"1186",2023-01-17,"Department","CANINDEYU","CONFIRMADO",1
"1187",2023-01-17,"Department","CANINDEYU","PROBABLE",0
"1188",2023-01-17,"Department","CANINDEYU","TOTAL",11
"1189",2023-01-08,"Department","SAN PEDRO","SOSPECHOSO",3
"1190",2023-01-08,"Department","SAN PEDRO","CONFIRMADO",1
"1191",2023-01-08,"Department","SAN PEDRO","PROBABLE",0
"1192",2023-01-08,"Department","SAN PEDRO","TOTAL",4
"1193",2023-01-01,"Department","PARAGUARI","SOSPECHOSO",2
"1194",2023-01-01,"Department","PARAGUARI","CONFIRMADO",2
"1195",2023-01-01,"Department","PARAGUARI","PROBABLE",0
"1196",2023-01-01,"Department","PARAGUARI","TOTAL",4
"1197",2023-02-04,"Department","MISIONES","SOSPECHOSO",13
"1198",2023-02-04,"Department","MISIONES","CONFIRMADO",6
"1199",2023-02-04,"Department","MISIONES","PROBABLE",0
"1200",2023-02-04,"Department","MISIONES","TOTAL",19
"1201",2023-01-26,"Department","CONCEPCION","SOSPECHOSO",2
"1202",2023-01-26,"Department","CONCEPCION","CONFIRMADO",1
"1203",2023-01-26,"Department","CONCEPCION","PROBABLE",0
"1204",2023-01-26,"Department","CONCEPCION","TOTAL",3
"1205",2023-01-22,"Department","NEEMBUCU","SOSPECHOSO",1
"1206",2023-01-22,"Department","NEEMBUCU","CONFIRMADO",0
"1207",2023-01-22,"Department","NEEMBUCU","PROBABLE",0
"1208",2023-01-22,"Department","NEEMBUCU","TOTAL",1
"1209",2023-01-04,"Department","PTE HAYES","SOSPECHOSO",1
"1210",2023-01-04,"Department","PTE HAYES","CONFIRMADO",6
"1211",2023-01-04,"Department","PTE HAYES","PROBABLE",0
"1212",2023-01-04,"Department","PTE HAYES","TOTAL",7
"1213",2023-01-16,"Department","PTE HAYES","SOSPECHOSO",5
"1214",2023-01-16,"Department","PTE HAYES","CONFIRMADO",4
"1215",2023-01-16,"Department","PTE HAYES","PROBABLE",0
"1216",2023-01-16,"Department","PTE HAYES","TOTAL",9
"1217",2023-02-03,"Department","CAAGUAZU","SOSPECHOSO",22
"1218",2023-02-03,"Department","CAAGUAZU","CONFIRMADO",10
"1219",2023-02-03,"Department","CAAGUAZU","PROBABLE",0
"1220",2023-02-03,"Department","CAAGUAZU","TOTAL",32
"1221",2023-01-16,"Department","GUAIRA","SOSPECHOSO",13
"1222",2023-01-16,"Department","GUAIRA","CONFIRMADO",1
"1223",2023-01-16,"Department","GUAIRA","PROBABLE",0
"1224",2023-01-16,"Department","GUAIRA","TOTAL",14
"1225",2023-01-16,"Department","SAN PEDRO","SOSPECHOSO",8
"1226",2023-01-16,"Department","SAN PEDRO","CONFIRMADO",1
"1227",2023-01-16,"Department","SAN PEDRO","PROBABLE",0
"1228",2023-01-16,"Department","SAN PEDRO","TOTAL",9
"1229",2023-01-25,"Department","CAAGUAZU","SOSPECHOSO",13
"1230",2023-01-25,"Department","CAAGUAZU","CONFIRMADO",9
"1231",2023-01-25,"Department","CAAGUAZU","PROBABLE",0
"1232",2023-01-25,"Department","CAAGUAZU","TOTAL",22
"1233",2023-02-01,"Department","GUAIRA","SOSPECHOSO",5
"1234",2023-02-01,"Department","GUAIRA","CONFIRMADO",9
"1235",2023-02-01,"Department","GUAIRA","PROBABLE",0
"1236",2023-02-01,"Department","GUAIRA","TOTAL",14
"1237",2023-01-10,"Department","MISIONES","SOSPECHOSO",5
"1238",2023-01-10,"Department","MISIONES","CONFIRMADO",0
"1239",2023-01-10,"Department","MISIONES","PROBABLE",0
"1240",2023-01-10,"Department","MISIONES","TOTAL",5
"1241",2023-01-02,"Department","SAN PEDRO","SOSPECHOSO",4
"1242",2023-01-02,"Department","SAN PEDRO","CONFIRMADO",0
"1243",2023-01-02,"Department","SAN PEDRO","PROBABLE",0
"1244",2023-01-02,"Department","SAN PEDRO","TOTAL",4
"1245",2023-02-03,"Department","ITAPUA","SOSPECHOSO",2
"1246",2023-02-03,"Department","ITAPUA","CONFIRMADO",8
"1247",2023-02-03,"Department","ITAPUA","PROBABLE",0
"1248",2023-02-03,"Department","ITAPUA","TOTAL",10
"1249",2023-01-03,"Department","CAAGUAZU","SOSPECHOSO",3
"1250",2023-01-03,"Department","CAAGUAZU","CONFIRMADO",0
"1251",2023-01-03,"Department","CAAGUAZU","PROBABLE",0
"1252",2023-01-03,"Department","CAAGUAZU","TOTAL",3
"1253",2023-02-02,"Department","CONCEPCION","SOSPECHOSO",3
"1254",2023-02-02,"Department","CONCEPCION","CONFIRMADO",7
"1255",2023-02-02,"Department","CONCEPCION","PROBABLE",0
"1256",2023-02-02,"Department","CONCEPCION","TOTAL",10
"1257",2023-01-29,"Department","CAAZAPA","SOSPECHOSO",7
"1258",2023-01-29,"Department","CAAZAPA","CONFIRMADO",0
"1259",2023-01-29,"Department","CAAZAPA","PROBABLE",0
"1260",2023-01-29,"Department","CAAZAPA","TOTAL",7
"1261",2023-01-22,"Department","BOQUERON","SOSPECHOSO",2
"1262",2023-01-22,"Department","BOQUERON","CONFIRMADO",0
"1263",2023-01-22,"Department","BOQUERON","PROBABLE",0
"1264",2023-01-22,"Department","BOQUERON","TOTAL",2
"1265",2023-01-23,"Department","SAN PEDRO","SOSPECHOSO",8
"1266",2023-01-23,"Department","SAN PEDRO","CONFIRMADO",4
"1267",2023-01-23,"Department","SAN PEDRO","PROBABLE",0
"1268",2023-01-23,"Department","SAN PEDRO","TOTAL",12
"1269",2023-01-16,"Department","ALTO PARANA","SOSPECHOSO",2
"1270",2023-01-16,"Department","ALTO PARANA","CONFIRMADO",1
"1271",2023-01-16,"Department","ALTO PARANA","PROBABLE",0
"1272",2023-01-16,"Department","ALTO PARANA","TOTAL",3
"1273",2023-01-11,"Department","CAAZAPA","SOSPECHOSO",4
"1274",2023-01-11,"Department","CAAZAPA","CONFIRMADO",0
"1275",2023-01-11,"Department","CAAZAPA","PROBABLE",0
"1276",2023-01-11,"Department","CAAZAPA","TOTAL",4
"1277",2023-01-22,"Department","SAN PEDRO","SOSPECHOSO",5
"1278",2023-01-22,"Department","SAN PEDRO","CONFIRMADO",1
"1279",2023-01-22,"Department","SAN PEDRO","PROBABLE",0
"1280",2023-01-22,"Department","SAN PEDRO","TOTAL",6
"1281",2023-01-08,"Department","ALTO PARANA","SOSPECHOSO",1
"1282",2023-01-08,"Department","ALTO PARANA","CONFIRMADO",0
"1283",2023-01-08,"Department","ALTO PARANA","PROBABLE",0
"1284",2023-01-08,"Department","ALTO PARANA","TOTAL",1
"1285",2023-01-18,"Department","SAN PEDRO","SOSPECHOSO",6
"1286",2023-01-18,"Department","SAN PEDRO","CONFIRMADO",0
"1287",2023-01-18,"Department","SAN PEDRO","PROBABLE",0
"1288",2023-01-18,"Department","SAN PEDRO","TOTAL",6
"1289",2023-01-24,"Department","BOQUERON","SOSPECHOSO",4
"1290",2023-01-24,"Department","BOQUERON","CONFIRMADO",1
"1291",2023-01-24,"Department","BOQUERON","PROBABLE",0
"1292",2023-01-24,"Department","BOQUERON","TOTAL",5
"1293",2023-01-24,"Department","SAN PEDRO","SOSPECHOSO",7
"1294",2023-01-24,"Department","SAN PEDRO","CONFIRMADO",4
"1295",2023-01-24,"Department","SAN PEDRO","PROBABLE",0
"1296",2023-01-24,"Department","SAN PEDRO","TOTAL",11
