"","date","level","name","classification","i_cases"
"439",2023-02-04,"Department","PTE HAYES","PROBABLE",0
"440",2023-02-04,"Department","PTE HAYES","TOTAL",28
"441",2023-02-03,"Department","MISIONES","SOSPECHOSO",11
"442",2023-02-03,"Department","MISIONES","CONFIRMADO",2
"443",2023-02-03,"Department","MISIONES","PROBABLE",0
"444",2023-02-03,"Department","MISIONES","TOTAL",13
"445",2023-01-19,"Department","ASUNCION","SOSPECHOSO",41
"446",2023-01-19,"Department","ASUNCION","CONFIRMADO",243
"447",2023-01-19,"Department","ASUNCION","PROBABLE",7
"448",2023-01-19,"Department","ASUNCION","TOTAL",291
"449",2023-01-03,"Department","CANINDEYU","SOSPECHOSO",6
"450",2023-01-03,"Department","CANINDEYU","CONFIRMADO",1
"451",2023-01-03,"Department","CANINDEYU","PROBABLE",0
"452",2023-01-03,"Department","CANINDEYU","TOTAL",7
"453",2023-01-02,"Department","BOQUERON","SOSPECHOSO",2
"454",2023-01-02,"Department","BOQUERON","CONFIRMADO",1
"455",2023-01-02,"Department","BOQUERON","PROBABLE",0
"456",2023-01-02,"Department","BOQUERON","TOTAL",3
"457",2023-01-05,"Department","CONCEPCION","SOSPECHOSO",31
"458",2023-01-05,"Department","CONCEPCION","CONFIRMADO",2
"459",2023-01-05,"Department","CONCEPCION","PROBABLE",0
"460",2023-01-05,"Department","CONCEPCION","TOTAL",33
"461",2023-01-01,"Department","CONCEPCION","SOSPECHOSO",10
"462",2023-01-01,"Department","CONCEPCION","CONFIRMADO",7
"463",2023-01-01,"Department","CONCEPCION","PROBABLE",0
"464",2023-01-01,"Department","CONCEPCION","TOTAL",17
"465",2023-01-12,"Department","ASUNCION","SOSPECHOSO",38
"466",2023-01-12,"Department","ASUNCION","CONFIRMADO",152
"467",2023-01-12,"Department","ASUNCION","PROBABLE",4
"468",2023-01-12,"Department","ASUNCION","TOTAL",194
"469",2023-02-04,"Department","CAAZAPA","SOSPECHOSO",10
"470",2023-02-04,"Department","CAAZAPA","CONFIRMADO",2
"471",2023-02-04,"Department","CAAZAPA","PROBABLE",0
"472",2023-02-04,"Department","CAAZAPA","TOTAL",12
"473",2023-01-26,"Department","PTE HAYES","SOSPECHOSO",8
"474",2023-01-26,"Department","PTE HAYES","CONFIRMADO",14
"475",2023-01-26,"Department","PTE HAYES","PROBABLE",0
"476",2023-01-26,"Department","PTE HAYES","TOTAL",22
"477",2023-01-31,"Department","MISIONES","SOSPECHOSO",11
"478",2023-01-31,"Department","MISIONES","CONFIRMADO",1
"479",2023-01-31,"Department","MISIONES","PROBABLE",0
"480",2023-01-31,"Department","MISIONES","TOTAL",12
"481",2023-02-03,"Department","ALTO PARANA","SOSPECHOSO",22
"482",2023-02-03,"Department","ALTO PARANA","CONFIRMADO",10
"483",2023-02-03,"Department","ALTO PARANA","PROBABLE",0
"484",2023-02-03,"Department","ALTO PARANA","TOTAL",32
"485",2023-01-07,"Department","ASUNCION","SOSPECHOSO",21
"486",2023-01-07,"Department","ASUNCION","CONFIRMADO",86
"487",2023-01-07,"Department","ASUNCION","PROBABLE",8
"488",2023-01-07,"Department","ASUNCION","TOTAL",115
"489",2023-01-15,"Department","PTE HAYES","SOSPECHOSO",5
"490",2023-01-15,"Department","PTE HAYES","CONFIRMADO",7
"491",2023-01-15,"Department","PTE HAYES","PROBABLE",0
"492",2023-01-15,"Department","PTE HAYES","TOTAL",12
"493",2023-01-22,"Department","CORDILLERA","SOSPECHOSO",8
"494",2023-01-22,"Department","CORDILLERA","CONFIRMADO",14
"495",2023-01-22,"Department","CORDILLERA","PROBABLE",0
"496",2023-01-22,"Department","CORDILLERA","TOTAL",22
"497",2023-01-19,"Department","CORDILLERA","SOSPECHOSO",9
"498",2023-01-19,"Department","CORDILLERA","CONFIRMADO",9
"499",2023-01-19,"Department","CORDILLERA","PROBABLE",0
"500",2023-01-19,"Department","CORDILLERA","TOTAL",18
"501",2023-01-15,"Department","MISIONES","SOSPECHOSO",9
"502",2023-01-15,"Department","MISIONES","CONFIRMADO",1
"503",2023-01-15,"Department","MISIONES","PROBABLE",0
"504",2023-01-15,"Department","MISIONES","TOTAL",10
"505",2023-01-20,"Department","CORDILLERA","SOSPECHOSO",8
"506",2023-01-20,"Department","CORDILLERA","CONFIRMADO",16
"507",2023-01-20,"Department","CORDILLERA","PROBABLE",0
"508",2023-01-20,"Department","CORDILLERA","TOTAL",24
"509",2023-01-05,"Department","SAN PEDRO","SOSPECHOSO",2
"510",2023-01-05,"Department","SAN PEDRO","CONFIRMADO",0
"511",2023-01-05,"Department","SAN PEDRO","PROBABLE",0
"512",2023-01-05,"Department","SAN PEDRO","TOTAL",2
"513",2023-01-30,"Department","SAN PEDRO","SOSPECHOSO",7
"514",2023-01-30,"Department","SAN PEDRO","CONFIRMADO",5
"515",2023-01-30,"Department","SAN PEDRO","PROBABLE",0
"516",2023-01-30,"Department","SAN PEDRO","TOTAL",12
"517",2023-01-30,"Department","PARAGUARI","SOSPECHOSO",14
"518",2023-01-30,"Department","PARAGUARI","CONFIRMADO",22
"519",2023-01-30,"Department","PARAGUARI","PROBABLE",0
"520",2023-01-30,"Department","PARAGUARI","TOTAL",36
"521",2023-01-03,"Department","ASUNCION","SOSPECHOSO",42
"522",2023-01-03,"Department","ASUNCION","CONFIRMADO",81
"523",2023-01-03,"Department","ASUNCION","PROBABLE",8
"524",2023-01-03,"Department","ASUNCION","TOTAL",131
"525",2023-01-10,"Department","ASUNCION","SOSPECHOSO",49
"526",2023-01-10,"Department","ASUNCION","CONFIRMADO",135
"527",2023-01-10,"Department","ASUNCION","PROBABLE",1
"528",2023-01-10,"Department","ASUNCION","TOTAL",185
"529",2023-02-02,"Department","ALTO PARANA","SOSPECHOSO",21
"530",2023-02-02,"Department","ALTO PARANA","CONFIRMADO",6
"531",2023-02-02,"Department","ALTO PARANA","PROBABLE",0
"532",2023-02-02,"Department","ALTO PARANA","TOTAL",27
"533",2023-01-19,"Department","CAAZAPA","SOSPECHOSO",4
"534",2023-01-19,"Department","CAAZAPA","CONFIRMADO",1
"535",2023-01-19,"Department","CAAZAPA","PROBABLE",0
"536",2023-01-19,"Department","CAAZAPA","TOTAL",5
"537",2023-01-09,"Department","ASUNCION","SOSPECHOSO",44
"538",2023-01-09,"Department","ASUNCION","CONFIRMADO",139
"539",2023-01-09,"Department","ASUNCION","PROBABLE",2
"540",2023-01-09,"Department","ASUNCION","TOTAL",185
"541",2023-02-02,"Department","CAAZAPA","SOSPECHOSO",9
"542",2023-02-02,"Department","CAAZAPA","CONFIRMADO",0
"543",2023-02-02,"Department","CAAZAPA","PROBABLE",0
"544",2023-02-02,"Department","CAAZAPA","TOTAL",9
"545",2023-01-09,"Department","CORDILLERA","SOSPECHOSO",5
"546",2023-01-09,"Department","CORDILLERA","CONFIRMADO",7
"547",2023-01-09,"Department","CORDILLERA","PROBABLE",0
"548",2023-01-09,"Department","CORDILLERA","TOTAL",12
"549",2023-02-03,"Department","GUAIRA","SOSPECHOSO",8
"550",2023-02-03,"Department","GUAIRA","CONFIRMADO",12
"551",2023-02-03,"Department","GUAIRA","PROBABLE",0
"552",2023-02-03,"Department","GUAIRA","TOTAL",20
"553",2023-01-28,"Department","CAAGUAZU","SOSPECHOSO",8
"554",2023-01-28,"Department","CAAGUAZU","CONFIRMADO",4
"555",2023-01-28,"Department","CAAGUAZU","PROBABLE",0
"556",2023-01-28,"Department","CAAGUAZU","TOTAL",12
"557",2023-02-04,"Department","SAN PEDRO","SOSPECHOSO",15
"558",2023-02-04,"Department","SAN PEDRO","CONFIRMADO",5
"559",2023-02-04,"Department","SAN PEDRO","PROBABLE",0
"560",2023-02-04,"Department","SAN PEDRO","TOTAL",20
"561",2023-01-22,"Department","CANINDEYU","SOSPECHOSO",6
"562",2023-01-22,"Department","CANINDEYU","CONFIRMADO",5
"563",2023-01-22,"Department","CANINDEYU","PROBABLE",0
"564",2023-01-22,"Department","CANINDEYU","TOTAL",11
"565",2023-01-27,"Department","SAN PEDRO","SOSPECHOSO",8
"566",2023-01-27,"Department","SAN PEDRO","CONFIRMADO",2
"567",2023-01-27,"Department","SAN PEDRO","PROBABLE",0
"568",2023-01-27,"Department","SAN PEDRO","TOTAL",10
"569",2023-01-04,"Department","SAN PEDRO","SOSPECHOSO",2
"570",2023-01-04,"Department","SAN PEDRO","CONFIRMADO",0
"571",2023-01-04,"Department","SAN PEDRO","PROBABLE",0
"572",2023-01-04,"Department","SAN PEDRO","TOTAL",2
"573",2023-01-23,"Department","GUAIRA","SOSPECHOSO",8
"574",2023-01-23,"Department","GUAIRA","CONFIRMADO",3
"575",2023-01-23,"Department","GUAIRA","PROBABLE",0
"576",2023-01-23,"Department","GUAIRA","TOTAL",11
"577",2023-01-22,"Department","PARAGUARI","SOSPECHOSO",13
"578",2023-01-22,"Department","PARAGUARI","CONFIRMADO",7
"579",2023-01-22,"Department","PARAGUARI","PROBABLE",0
"580",2023-01-22,"Department","PARAGUARI","TOTAL",20
"581",2023-01-13,"Department","CORDILLERA","SOSPECHOSO",4
"582",2023-01-13,"Department","CORDILLERA","CONFIRMADO",7
"583",2023-01-13,"Department","CORDILLERA","PROBABLE",0
"584",2023-01-13,"Department","CORDILLERA","TOTAL",11
"585",2023-01-21,"Department","CORDILLERA","SOSPECHOSO",5
"586",2023-01-21,"Department","CORDILLERA","CONFIRMADO",21
"587",2023-01-21,"Department","CORDILLERA","PROBABLE",0
"588",2023-01-21,"Department","CORDILLERA","TOTAL",26
"589",2023-01-28,"Department","CORDILLERA","SOSPECHOSO",12
"590",2023-01-28,"Department","CORDILLERA","CONFIRMADO",28
"591",2023-01-28,"Department","CORDILLERA","PROBABLE",0
"592",2023-01-28,"Department","CORDILLERA","TOTAL",40
"593",2023-01-20,"Department","ALTO PARANA","SOSPECHOSO",2
"594",2023-01-20,"Department","ALTO PARANA","CONFIRMADO",0
"595",2023-01-20,"Department","ALTO PARANA","PROBABLE",0
"596",2023-01-20,"Department","ALTO PARANA","TOTAL",2
"597",2023-01-29,"Department","PARAGUARI","SOSPECHOSO",16
"598",2023-01-29,"Department","PARAGUARI","CONFIRMADO",22
"599",2023-01-29,"Department","PARAGUARI","PROBABLE",0
"600",2023-01-29,"Department","PARAGUARI","TOTAL",38
"601",2023-01-08,"Department","CORDILLERA","SOSPECHOSO",3
"602",2023-01-08,"Department","CORDILLERA","CONFIRMADO",1
"603",2023-01-08,"Department","CORDILLERA","PROBABLE",0
"604",2023-01-08,"Department","CORDILLERA","TOTAL",4
"605",2023-01-16,"Department","PARAGUARI","SOSPECHOSO",6
"606",2023-01-16,"Department","PARAGUARI","CONFIRMADO",7
"607",2023-01-16,"Department","PARAGUARI","PROBABLE",0
"608",2023-01-16,"Department","PARAGUARI","TOTAL",13
"609",2023-02-01,"Department","SAN PEDRO","SOSPECHOSO",11
"610",2023-02-01,"Department","SAN PEDRO","CONFIRMADO",3
"611",2023-02-01,"Department","SAN PEDRO","PROBABLE",0
"612",2023-02-01,"Department","SAN PEDRO","TOTAL",14
"613",2023-01-05,"Department","NEEMBUCU","SOSPECHOSO",4
"614",2023-01-05,"Department","NEEMBUCU","CONFIRMADO",0
"615",2023-01-05,"Department","NEEMBUCU","PROBABLE",0
"616",2023-01-05,"Department","NEEMBUCU","TOTAL",4
"617",2023-01-03,"Department","CONCEPCION","SOSPECHOSO",15
"618",2023-01-03,"Department","CONCEPCION","CONFIRMADO",1
"619",2023-01-03,"Department","CONCEPCION","PROBABLE",0
"620",2023-01-03,"Department","CONCEPCION","TOTAL",16
"621",2023-02-03,"Department","ASUNCION","SOSPECHOSO",82
"622",2023-02-03,"Department","ASUNCION","CONFIRMADO",176
"623",2023-02-03,"Department","ASUNCION","PROBABLE",0
"624",2023-02-03,"Department","ASUNCION","TOTAL",258
"625",2023-01-23,"Department","CANINDEYU","SOSPECHOSO",5
"626",2023-01-23,"Department","CANINDEYU","CONFIRMADO",4
"627",2023-01-23,"Department","CANINDEYU","PROBABLE",0
"628",2023-01-23,"Department","CANINDEYU","TOTAL",9
"629",2023-01-15,"Department","ALTO PARAGUAY","SOSPECHOSO",6
"630",2023-01-15,"Department","ALTO PARAGUAY","CONFIRMADO",1
"631",2023-01-15,"Department","ALTO PARAGUAY","PROBABLE",0
"632",2023-01-15,"Department","ALTO PARAGUAY","TOTAL",7
"633",2023-02-02,"Department","ITAPUA","SOSPECHOSO",8
"634",2023-02-02,"Department","ITAPUA","CONFIRMADO",4
"635",2023-02-02,"Department","ITAPUA","PROBABLE",0
"636",2023-02-02,"Department","ITAPUA","TOTAL",12
"637",2023-01-09,"Department","MISIONES","SOSPECHOSO",6
"638",2023-01-09,"Department","MISIONES","CONFIRMADO",0
"639",2023-01-09,"Department","MISIONES","PROBABLE",0
"640",2023-01-09,"Department","MISIONES","TOTAL",6
"641",2023-01-08,"Department","ITAPUA","SOSPECHOSO",2
"642",2023-01-08,"Department","ITAPUA","CONFIRMADO",0
"643",2023-01-08,"Department","ITAPUA","PROBABLE",0
"644",2023-01-08,"Department","ITAPUA","TOTAL",2
"645",2023-01-21,"Department","PARAGUARI","SOSPECHOSO",6
"646",2023-01-21,"Department","PARAGUARI","CONFIRMADO",13
"647",2023-01-21,"Department","PARAGUARI","PROBABLE",0
"648",2023-01-21,"Department","PARAGUARI","TOTAL",19
"649",2023-01-31,"Department","CAAGUAZU","SOSPECHOSO",12
"650",2023-01-31,"Department","CAAGUAZU","CONFIRMADO",6
"651",2023-01-31,"Department","CAAGUAZU","PROBABLE",0
"652",2023-01-31,"Department","CAAGUAZU","TOTAL",18
"653",2023-01-15,"Department","SAN PEDRO","SOSPECHOSO",9
"654",2023-01-15,"Department","SAN PEDRO","CONFIRMADO",1
"655",2023-01-15,"Department","SAN PEDRO","PROBABLE",0
"656",2023-01-15,"Department","SAN PEDRO","TOTAL",10
"657",2023-01-10,"Department","CANINDEYU","SOSPECHOSO",4
"658",2023-01-10,"Department","CANINDEYU","CONFIRMADO",0
"659",2023-01-10,"Department","CANINDEYU","PROBABLE",0
"660",2023-01-10,"Department","CANINDEYU","TOTAL",4
"661",2023-01-17,"Department","NEEMBUCU","SOSPECHOSO",4
"662",2023-01-17,"Department","NEEMBUCU","CONFIRMADO",1
"663",2023-01-17,"Department","NEEMBUCU","PROBABLE",0
"664",2023-01-17,"Department","NEEMBUCU","TOTAL",5
"665",2023-01-11,"Department","CORDILLERA","SOSPECHOSO",4
"666",2023-01-11,"Department","CORDILLERA","CONFIRMADO",0
"667",2023-01-11,"Department","CORDILLERA","PROBABLE",0
"668",2023-01-11,"Department","CORDILLERA","TOTAL",4
"669",2023-01-13,"Department","CANINDEYU","SOSPECHOSO",3
"670",2023-01-13,"Department","CANINDEYU","CONFIRMADO",0
"671",2023-01-13,"Department","CANINDEYU","PROBABLE",0
"672",2023-01-13,"Department","CANINDEYU","TOTAL",3
"673",2023-01-13,"Department","ASUNCION","SOSPECHOSO",38
"674",2023-01-13,"Department","ASUNCION","CONFIRMADO",149
"675",2023-01-13,"Department","ASUNCION","PROBABLE",2
"676",2023-01-13,"Department","ASUNCION","TOTAL",189
"677",2023-01-18,"Department","GUAIRA","SOSPECHOSO",3
"678",2023-01-18,"Department","GUAIRA","CONFIRMADO",3
"679",2023-01-18,"Department","GUAIRA","PROBABLE",0
"680",2023-01-18,"Department","GUAIRA","TOTAL",6
"681",2023-01-01,"Department","SAN PEDRO","SOSPECHOSO",5
"682",2023-01-01,"Department","SAN PEDRO","CONFIRMADO",0
"683",2023-01-01,"Department","SAN PEDRO","PROBABLE",0
"684",2023-01-01,"Department","SAN PEDRO","TOTAL",5
"685",2023-01-16,"Department","CORDILLERA","SOSPECHOSO",15
"686",2023-01-16,"Department","CORDILLERA","CONFIRMADO",17
"687",2023-01-16,"Department","CORDILLERA","PROBABLE",0
"688",2023-01-16,"Department","CORDILLERA","TOTAL",32
"689",2023-02-03,"Department","NEEMBUCU","SOSPECHOSO",7
"690",2023-02-03,"Department","NEEMBUCU","CONFIRMADO",0
"691",2023-02-03,"Department","NEEMBUCU","PROBABLE",0
"692",2023-02-03,"Department","NEEMBUCU","TOTAL",7
"693",2023-01-21,"Department","GUAIRA","SOSPECHOSO",7
"694",2023-01-21,"Department","GUAIRA","CONFIRMADO",2
"695",2023-01-21,"Department","GUAIRA","PROBABLE",0
"696",2023-01-21,"Department","GUAIRA","TOTAL",9
"697",2023-01-12,"Department","PTE HAYES","SOSPECHOSO",2
"698",2023-01-12,"Department","PTE HAYES","CONFIRMADO",11
"699",2023-01-12,"Department","PTE HAYES","PROBABLE",0
"700",2023-01-12,"Department","PTE HAYES","TOTAL",13
"701",2023-01-29,"Department","CONCEPCION","SOSPECHOSO",4
"702",2023-01-29,"Department","CONCEPCION","CONFIRMADO",2
"703",2023-01-29,"Department","CONCEPCION","PROBABLE",0
"704",2023-01-29,"Department","CONCEPCION","TOTAL",6
"705",2023-01-19,"Department","CONCEPCION","SOSPECHOSO",5
"706",2023-01-19,"Department","CONCEPCION","CONFIRMADO",3
"707",2023-01-19,"Department","CONCEPCION","PROBABLE",0
"708",2023-01-19,"Department","CONCEPCION","TOTAL",8
"709",2023-02-01,"Department","PARAGUARI","SOSPECHOSO",16
"710",2023-02-01,"Department","PARAGUARI","CONFIRMADO",20
"711",2023-02-01,"Department","PARAGUARI","PROBABLE",0
"712",2023-02-01,"Department","PARAGUARI","TOTAL",36
"713",2023-02-01,"Department","CANINDEYU","SOSPECHOSO",10
"714",2023-02-01,"Department","CANINDEYU","CONFIRMADO",3
"715",2023-02-01,"Department","CANINDEYU","PROBABLE",0
"716",2023-02-01,"Department","CANINDEYU","TOTAL",13
"717",2023-01-04,"Department","ALTO PARAGUAY","SOSPECHOSO",6
"718",2023-01-04,"Department","ALTO PARAGUAY","CONFIRMADO",0
"719",2023-01-04,"Department","ALTO PARAGUAY","PROBABLE",0
"720",2023-01-04,"Department","ALTO PARAGUAY","TOTAL",6
"721",2023-01-02,"Department","CONCEPCION","SOSPECHOSO",17
"722",2023-01-02,"Department","CONCEPCION","CONFIRMADO",1
"723",2023-01-02,"Department","CONCEPCION","PROBABLE",0
"724",2023-01-02,"Department","CONCEPCION","TOTAL",18
"725",2023-02-04,"Department","ALTO PARANA","SOSPECHOSO",26
"726",2023-02-04,"Department","ALTO PARANA","CONFIRMADO",10
"727",2023-02-04,"Department","ALTO PARANA","PROBABLE",0
"728",2023-02-04,"Department","ALTO PARANA","TOTAL",36
"729",2023-01-29,"Department","CORDILLERA","SOSPECHOSO",3
"730",2023-01-29,"Department","CORDILLERA","CONFIRMADO",22
"731",2023-01-29,"Department","CORDILLERA","PROBABLE",0
"732",2023-01-29,"Department","CORDILLERA","TOTAL",25
"733",2023-01-26,"Department","PARAGUARI","SOSPECHOSO",13
"734",2023-01-26,"Department","PARAGUARI","CONFIRMADO",10
"735",2023-01-26,"Department","PARAGUARI","PROBABLE",0
"736",2023-01-26,"Department","PARAGUARI","TOTAL",23
"737",2023-01-28,"Department","CANINDEYU","SOSPECHOSO",11
"738",2023-01-28,"Department","CANINDEYU","CONFIRMADO",2
"739",2023-01-28,"Department","CANINDEYU","PROBABLE",0
"740",2023-01-28,"Department","CANINDEYU","TOTAL",13
"741",2023-01-22,"Department","GUAIRA","SOSPECHOSO",8
"742",2023-01-22,"Department","GUAIRA","CONFIRMADO",7
"743",2023-01-22,"Department","GUAIRA","PROBABLE",0
"744",2023-01-22,"Department","GUAIRA","TOTAL",15
"745",2023-01-06,"Department","SAN PEDRO","SOSPECHOSO",3
"746",2023-01-06,"Department","SAN PEDRO","CONFIRMADO",0
"747",2023-01-06,"Department","SAN PEDRO","PROBABLE",0
"748",2023-01-06,"Department","SAN PEDRO","TOTAL",3
"749",2023-01-13,"Department","ALTO PARAGUAY","SOSPECHOSO",4
"750",2023-01-13,"Department","ALTO PARAGUAY","CONFIRMADO",1
"751",2023-01-13,"Department","ALTO PARAGUAY","PROBABLE",0
"752",2023-01-13,"Department","ALTO PARAGUAY","TOTAL",5
"753",2023-01-10,"Department","BOQUERON","SOSPECHOSO",2
"754",2023-01-10,"Department","BOQUERON","CONFIRMADO",0
"755",2023-01-10,"Department","BOQUERON","PROBABLE",0
"756",2023-01-10,"Department","BOQUERON","TOTAL",2
"757",2023-01-31,"Department","NEEMBUCU","SOSPECHOSO",1
"758",2023-01-31,"Department","NEEMBUCU","CONFIRMADO",1
"759",2023-01-31,"Department","NEEMBUCU","PROBABLE",0
"760",2023-01-31,"Department","NEEMBUCU","TOTAL",2
"761",2023-01-17,"Department","GUAIRA","SOSPECHOSO",9
"762",2023-01-17,"Department","GUAIRA","CONFIRMADO",2
"763",2023-01-17,"Department","GUAIRA","PROBABLE",0
"764",2023-01-17,"Department","GUAIRA","TOTAL",11
"765",2023-02-03,"Department","PTE HAYES","SOSPECHOSO",19
"766",2023-02-03,"Department","PTE HAYES","CONFIRMADO",9
"767",2023-02-03,"Department","PTE HAYES","PROBABLE",0
"768",2023-02-03,"Department","PTE HAYES","TOTAL",28
"769",2023-01-29,"Department","CANINDEYU","SOSPECHOSO",8
"770",2023-01-29,"Department","CANINDEYU","CONFIRMADO",0
"771",2023-01-29,"Department","CANINDEYU","PROBABLE",0
"772",2023-01-29,"Department","CANINDEYU","TOTAL",8
"773",2023-01-18,"Department","ALTO PARANA","SOSPECHOSO",3
"774",2023-01-18,"Department","ALTO PARANA","CONFIRMADO",0
"775",2023-01-18,"Department","ALTO PARANA","PROBABLE",0
"776",2023-01-18,"Department","ALTO PARANA","TOTAL",3
"777",2023-01-27,"Department","CANINDEYU","SOSPECHOSO",7
"778",2023-01-27,"Department","CANINDEYU","CONFIRMADO",2
"779",2023-01-27,"Department","CANINDEYU","PROBABLE",0
"780",2023-01-27,"Department","CANINDEYU","TOTAL",9
"781",2023-01-29,"Department","PTE HAYES","SOSPECHOSO",13
"782",2023-01-29,"Department","PTE HAYES","CONFIRMADO",6
"783",2023-01-29,"Department","PTE HAYES","PROBABLE",0
"784",2023-01-29,"Department","PTE HAYES","TOTAL",19
"785",2023-01-01,"Department","MISIONES","SOSPECHOSO",2
"786",2023-01-01,"Department","MISIONES","CONFIRMADO",0
"787",2023-01-01,"Department","MISIONES","PROBABLE",0
"788",2023-01-01,"Department","MISIONES","TOTAL",2
"789",2023-02-02,"Department","MISIONES","SOSPECHOSO",20
"790",2023-02-02,"Department","MISIONES","CONFIRMADO",3
"791",2023-02-02,"Department","MISIONES","PROBABLE",0
"792",2023-02-02,"Department","MISIONES","TOTAL",23
"793",2023-01-14,"Department","ASUNCION","SOSPECHOSO",37
"794",2023-01-14,"Department","ASUNCION","CONFIRMADO",144
"795",2023-01-14,"Department","ASUNCION","PROBABLE",6
"796",2023-01-14,"Department","ASUNCION","TOTAL",187
"797",2023-01-08,"Department","ALTO PARAGUAY","SOSPECHOSO",14
"798",2023-01-08,"Department","ALTO PARAGUAY","CONFIRMADO",0
"799",2023-01-08,"Department","ALTO PARAGUAY","PROBABLE",0
"800",2023-01-08,"Department","ALTO PARAGUAY","TOTAL",14
"801",2023-01-30,"Department","GUAIRA","SOSPECHOSO",2
"802",2023-01-30,"Department","GUAIRA","CONFIRMADO",5
"803",2023-01-30,"Department","GUAIRA","PROBABLE",0
"804",2023-01-30,"Department","GUAIRA","TOTAL",7
"805",2023-02-03,"Department","CAAZAPA","SOSPECHOSO",8
"806",2023-02-03,"Department","CAAZAPA","CONFIRMADO",1
"807",2023-02-03,"Department","CAAZAPA","PROBABLE",0
"808",2023-02-03,"Department","CAAZAPA","TOTAL",9
"809",2023-01-07,"Department","GUAIRA","SOSPECHOSO",1
"810",2023-01-07,"Department","GUAIRA","CONFIRMADO",1
"811",2023-01-07,"Department","GUAIRA","PROBABLE",0
"812",2023-01-07,"Department","GUAIRA","TOTAL",2
"813",2023-02-04,"Department","CAAGUAZU","SOSPECHOSO",22
"814",2023-02-04,"Department","CAAGUAZU","CONFIRMADO",11
"815",2023-02-04,"Department","CAAGUAZU","PROBABLE",0
"816",2023-02-04,"Department","CAAGUAZU","TOTAL",33
"817",2023-01-16,"Department","CONCEPCION","SOSPECHOSO",5
"818",2023-01-16,"Department","CONCEPCION","CONFIRMADO",1
"819",2023-01-16,"Department","CONCEPCION","PROBABLE",0
"820",2023-01-16,"Department","CONCEPCION","TOTAL",6
"821",2023-02-01,"Department","CAAGUAZU","SOSPECHOSO",17
"822",2023-02-01,"Department","CAAGUAZU","CONFIRMADO",11
"823",2023-02-01,"Department","CAAGUAZU","PROBABLE",0
"824",2023-02-01,"Department","CAAGUAZU","TOTAL",28
"825",2023-01-17,"Department","MISIONES","SOSPECHOSO",5
"826",2023-01-17,"Department","MISIONES","CONFIRMADO",2
"827",2023-01-17,"Department","MISIONES","PROBABLE",0
"828",2023-01-17,"Department","MISIONES","TOTAL",7
"829",2023-01-02,"Department","ALTO PARAGUAY","SOSPECHOSO",7
"830",2023-01-02,"Department","ALTO PARAGUAY","CONFIRMADO",0
"831",2023-01-02,"Department","ALTO PARAGUAY","PROBABLE",0
"832",2023-01-02,"Department","ALTO PARAGUAY","TOTAL",7
"833",2023-01-17,"Department","ALTO PARAGUAY","SOSPECHOSO",6
"834",2023-01-17,"Department","ALTO PARAGUAY","CONFIRMADO",1
"835",2023-01-17,"Department","ALTO PARAGUAY","PROBABLE",0
"836",2023-01-17,"Department","ALTO PARAGUAY","TOTAL",7
"837",2023-01-09,"Department","ALTO PARAGUAY","SOSPECHOSO",10
"838",2023-01-09,"Department","ALTO PARAGUAY","CONFIRMADO",0
"839",2023-01-09,"Department","ALTO PARAGUAY","PROBABLE",0
"840",2023-01-09,"Department","ALTO PARAGUAY","TOTAL",10
"841",2023-01-12,"Department","PARAGUARI","SOSPECHOSO",3
"842",2023-01-12,"Department","PARAGUARI","CONFIRMADO",4
"843",2023-01-12,"Department","PARAGUARI","PROBABLE",0
"844",2023-01-12,"Department","PARAGUARI","TOTAL",7
"845",2023-01-01,"Department","CAAGUAZU","SOSPECHOSO",2
"846",2023-01-01,"Department","CAAGUAZU","CONFIRMADO",0
"847",2023-01-01,"Department","CAAGUAZU","PROBABLE",0
"848",2023-01-01,"Department","CAAGUAZU","TOTAL",2
"849",2023-01-01,"Department","CANINDEYU","SOSPECHOSO",2
"850",2023-01-01,"Department","CANINDEYU","CONFIRMADO",1
"851",2023-01-01,"Department","CANINDEYU","PROBABLE",0
"852",2023-01-01,"Department","CANINDEYU","TOTAL",3
"853",2023-01-31,"Department","PARAGUARI","SOSPECHOSO",17
"854",2023-01-31,"Department","PARAGUARI","CONFIRMADO",15
"855",2023-01-31,"Department","PARAGUARI","PROBABLE",0
"856",2023-01-31,"Department","PARAGUARI","TOTAL",32
"857",2023-02-03,"Department","CANINDEYU","SOSPECHOSO",9
"858",2023-02-03,"Department","CANINDEYU","CONFIRMADO",1
"859",2023-02-03,"Department","CANINDEYU","PROBABLE",0
"860",2023-02-03,"Department","CANINDEYU","TOTAL",10
"861",2023-01-13,"Department","SAN PEDRO","SOSPECHOSO",8
"862",2023-01-13,"Department","SAN PEDRO","CONFIRMADO",1
"863",2023-01-13,"Department","SAN PEDRO","PROBABLE",0
"864",2023-01-13,"Department","SAN PEDRO","TOTAL",9
"865",2023-02-01,"Department","MISIONES","SOSPECHOSO",15
"866",2023-02-01,"Department","MISIONES","CONFIRMADO",4
"867",2023-02-01,"Department","MISIONES","PROBABLE",0
"868",2023-02-01,"Department","MISIONES","TOTAL",19
"869",2023-01-14,"Department","ALTO PARAGUAY","SOSPECHOSO",5
"870",2023-01-14,"Department","ALTO PARAGUAY","CONFIRMADO",0
"871",2023-01-14,"Department","ALTO PARAGUAY","PROBABLE",0
"872",2023-01-14,"Department","ALTO PARAGUAY","TOTAL",5
